,mail,clean_mail,num_characters,num_words,num_sentences,ham_or_spam
5377,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,current lead bid 151 paus auction send custom care 08718726270,90,18,3,1
5378,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",free entri gr8prize wkli comp 4 chanc win latest nokia 8800 psp cash everi wktxt great 80878 httpwwwgr8prizescom 08715705022,160,28,1,1
5379,Somebody set up a website where you can play hold em using eve online spacebucks,somebodi set websit play hold em use eve onlin spacebuck,80,15,1,0
5380,Its sunny in california. The weather's just cool,sunni california weather s cool,48,10,2,0
5381,You have 1 new message. Call 0207-083-6089,1 new messag call 02070836089,42,8,2,1
5382,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",make squeez lt gt buck dad,64,20,1,0
5383,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,good day toopray meremov teeth pain maintain stuff,88,16,1,0
5384,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,babe hope ok shit night sleep fell asleep 5iåõm knacker iåõm dread work tonight thou upto tonight x,161,36,6,0
5385,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,friend help us problem give stupid suggest land us anoth problem help us forgt previou problem,147,27,2,0
5387,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,gentl babi soon take lt gt inch deep insid tight pussi,101,26,2,0
5388,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,much fight good nite,40,12,3,0
5390,Nt joking seriously i told,nt joke serious told,26,5,1,0
5391,Watching ajith film ah?,watch ajith film ah,23,5,1,0
5392,Ooooooh I forgot to tell u I can get on yoville on my phone,ooooooh forgot tell u get yovil phone,59,14,1,0
5393,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",done hand nt know mega shop asda count celebr that m,104,25,2,0
5394,I dont know exactly could you ask chechi.,dont know exactli could ask chechi,41,9,1,0
5395,Dunno lei shd b driving lor cos i go sch 1 hr oni.,dunno lei shd b drive lor co go sch 1 hr oni,50,14,1,0
5396,As in i want custom officer discount oh.,want custom offic discount oh,40,9,1,0
5397,That's necessarily respectful,s necessarili respect,29,4,1,0
5398,Hi. Hope you had a good day. Have a better night.,hi hope good day better night,49,14,3,0
5399,And he's apparently bffs with carly quick now,s appar bff carli quick,45,9,1,0
5400,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!Žö´‰Ó_??‹Û¬ud evening...,hard true much show amp express love someon much hurt leav get seper even,163,38,2,0
5401,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,babe think got ur brolli left english wil bring 2mrw 4 u luv franxx,86,21,1,0
5402,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,hi babe thank come even though didnt go well want bed hope see soon love kiss xxx,129,30,2,0
5403,So gd got free ice cream... I oso wan...,gd got free ice cream oso wan,40,11,2,0
5404,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,pl give prometazin syrup 5ml lt gt min later feed,69,19,2,0
5405,So how many days since then?,mani day sinc,28,7,1,0
5406,Dear are you angry i was busy dear,dear angri busi dear,34,8,1,0
5407,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,yup msg tat yiju tot s group mate co meet today mah m askin ì leav earlier wat mah co mayb ì haf walk v far,162,42,3,0
5408,... Are you in the pub?,pub,23,7,1,0
5409,There is a first time for everything :),first time everyth,39,9,1,0
5410,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",daddi shu shu look 4 u u wan 2 tell u re singapor wat,82,23,1,0
5411,I ask if u meeting da ge tmr nite...,ask u meet da ge tmr nite,36,10,1,0
5412,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,gr8 handl victoria island traffic plu s album due,80,18,3,0
5413,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,nite nite pocay wocay luv u n e thing 4eva promis ring u 2morrowxxxx,81,17,1,0
5414,East coast,east coast,10,2,1,0
5415,You should get more chicken broth if you want ramen unless there's some I don't know about,get chicken broth want ramen unless s nt know,90,19,1,0
5416,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,slave want take 2 3 pictur today bright light cell phone bright light,112,26,3,0
5417,Nope. I just forgot. Will show next week,nope forgot show next week,40,10,3,0
5418,So how are you really. What are you up to. How's the masters. And so on.,realli s master,72,21,4,0
5419,I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),m bruce amp fowler m mom s car ca nt park long stori,82,26,1,0
5420,I dont know oh. Hopefully this month.,dont know oh hope month,37,9,2,0
5421,"Hi elaine, is today's meeting confirmed?",hi elain today s meet confirm,40,9,1,0
5422,Ok k..sry i knw 2 siva..tats y i askd..,ok k sri knw 2 siva tat askd,39,14,1,0
5424,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,u horribl gal u knew dat go wif yest n u still come n ask,84,22,1,0
5426,Oh yeah! And my diet just flew out the window,oh yeah diet flew window,45,11,2,0
5427,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,santa call would littl one like call santa xma eve call 09058094583 book time,106,22,3,1
5428,You didnt complete your gist oh.,didnt complet gist oh,32,7,1,0
5429,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",er yeah b 1526 sorri tell pubcaf sit come wen u,97,25,2,0
5430,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",make time tonight whenev s cool text whenev re around,102,23,1,0
5431,If I was I wasn't paying attention,nt pay attent,34,8,1,0
5432,Thanx a lot 4 ur help!,thanx lot 4 ur help,22,7,1,0
5433,You're gonna have to be way more specific than that,re gon na way specif,51,12,1,0
5434,Jesus armand really is trying to tell everybody he can find,jesu armand realli tri tell everybodi find,59,11,1,0
5435,I'm wif him now buying tix lar...,m wif buy tix lar,33,9,1,0
5436,Mode men or have you left.,mode men left,26,7,1,0
5437,Am slow in using biola's fne,slow use biola s fne,28,7,1,0
5438,"\What are youdoing later? Sar xxx\""""",what youdo later sar xxx,36,9,2,0
5439,Hey i've booked the 2 lessons on sun liao...,hey ve book 2 lesson sun liao,44,11,1,0
5440,Thank you. do you generally date the brothas?,thank gener date brotha,45,10,2,0
5441,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",way make sure u get train worc foreg street shrub hill fun night x,90,21,2,0
5442,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",thought d get watch co that kind thing u get4an18th love much,99,25,2,0
5443,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,guarante 32000 award mayb even cash claim ur award call free 0800 18 legitimat efreefon number wat u think,163,37,3,1
5444,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,good morn repair shop reason m hour,70,18,2,0
5445,"And that's fine, I got enough bud to last most of the night at least",s fine got enough bud last night least,68,17,1,0
5446,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?,back good journey let know need receipt shall tell like pendent,104,26,4,0
5447,So that takes away some money worries,take away money worri,37,7,1,0
5448,"aight we can pick some up, you open before tonight?",aight pick open tonight,51,12,1,0
5449,"Latest News! Police station toilet stolen, cops have nothing to go on!",latest news polic station toilet stolen cop noth go,70,15,2,1
5450,Sac needs to carry on:),sac need carri,23,7,1,0
5451,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,sing hu think also import find someon femal know place well prefer citizen also smart help navig even thing like choos phone plan requir guidanc doubt ask especi girl,251,48,4,0
5452,What???? Hello wats talks email address?,hello wat talk email address,40,11,2,0
5453,Except theres a chick with huge boobs.,except there chick huge boob,38,8,1,0
5454,Im just wondering what your doing right now?,im wonder right,44,9,1,0
5455,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,wish beauti day moment reveal even thing keep smile enjoy,101,21,3,0
5456,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",for sparkl shop break 45 per person call 0121 2025050 visit wwwshortbreaksorguk,112,19,1,1
5459,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,hear loud scream lt gt minut caus gyno shove thing nt belong,120,32,1,0
5461,Ok i thk i got it. Then u wan me 2 come now or wat?,ok thk got u wan 2 come wat,51,17,2,0
5462,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hr 16 stop txtstop wwwgambtv,147,31,2,1
5463,U GOIN OUT 2NITE?,u goin 2nite,17,5,1,0
5464,I will treasure every moment we spend together...,treasur everi moment spend togeth,49,9,1,0
5465,Shall I bring us a bottle of wine to keep us amused? Only joking! I‰Û÷ll bring one anyway,shall bring us bottl wine keep us amus joke bring one anyway,89,20,3,0
5466,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ,httptm widelivecomindex wml id820554ad0a1705572711 firsttrueåác c ringtoneåá,85,11,3,1
5468,"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",urgent last weekend s draw show cash spanish holiday call 09050000332 claim c rstm sw7 3ss 150ppm,143,34,5,1
5470,I thought slide is enough.,thought slide enough,26,6,1,0
5472,Well obviously not because all the people in my cool college life went home ;_;,well obvious peopl cool colleg life went home,79,17,1,0
5473,Ok lor Ì_ reaching then message me.,ok lor ì reach messag,35,8,1,0
5474,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,s mummi s boy good bad posit neg mummi made wait hmmmm,122,30,5,0
5475,Dhoni have luck to win some big title.so we will win:),dhoni luck win big titleso win,54,13,1,0
5476,Yes princess! I want to please you every night. Your wish is my command...,ye princess want pleas everi night wish command,74,17,3,0
5478,No probably  &lt;#&gt; %.,probabl lt gt,25,11,1,0
5479,Really do hope the work doesnt get stressful. Have a gr8 day.,realli hope work doesnt get stress gr8 day,61,14,2,0
5480,Have you seen who's back at Holby?!,seen s back holbi,35,10,2,0
5481,Shall call now dear having food,shall call dear food,31,6,1,0
5482,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,urgent tri contact last weekend draw show u prize guarante call 09064017295 claim code k52 valid 12hr 150p pm,149,27,1,1
5483,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,li hai bore da lectur repeat last week stuff wast time,79,16,1,0
5484,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",pick variou point go 2 yeovil motor project 4 3 hour u take home 12 2 530 max easi,169,41,3,0
5485,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,also fuck famili go rhode island wherev fuck leav alon week new bong gt,135,32,1,0
5486,Ofcourse I also upload some songs,ofcours also upload song,33,6,1,0
5487,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,2p per min call germani 08448350055 bt line 2p per min check planettalkinstantcom info s c s text stop opt,145,33,4,1
5489,Oh thanks a lot..i already bought 2 eggs ..,oh thank lot alreadi bought 2 egg,43,11,1,0
5491,U studying in sch or going home? Anyway i'll b going 2 sch later.,u studi sch go home anyway ll b go 2 sch later,65,17,2,0
5492,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,marvel mobil play offici ultim spiderman game ur mobil right text spider 83338 game send u free 8ball wallpap,161,33,2,1
