clean_mail,num_characters,num_sentences,target
hey babe s go ever figur go new year,83,2,0
k k congratul,24,1,0
g want know fuck,38,1,0
cancel yeah babi well sound import understand darlin give ring later fone love kate x,129,2,0
tomarrow want got court lt decim gt come bu stand 9,85,3,0
ìï go home liao ask dad pick 6,46,2,0
omg make wed chapel frontiervil get good stuff,87,2,0
m eatin lor goin back work soon e mountain deer show huh watch b4 liao nice,106,2,0
check maili mail varma kept copi regard membershiptak careinsha allah,95,1,0
wrong phone phone answer one assum peopl nt well,86,3,0
anyway nt think secur anyth lem know want drive south chill,107,1,0
m alreadi back home probabl,40,1,0
hi ami send free phone number coupl day give access adult parti,137,1,1
bu way calicut,33,1,0
hi probabl much fun get messag thought id txt u co im bore jame fart night,146,2,0
hi babi im sat bloodi bu mo wont home 730 wan na somethin later call later ortxt back jess xx,136,2,0
welcom select o2 servic ad benefit call special train advisor free mobil diall 402,140,2,1
lost 4 pound sinc doc visit last week woot woot m gon na celebr stuf face,100,2,0
u come back 4 dinner rite dad ask confirm wif u,64,2,0
master buy bb co sale s bf,73,2,0
ahhhh woken bad dream u tho dont like u right didnt know anyth comedi night guess im,146,1,0
m vivek got call number,39,1,0
nt u call lunch,32,1,0
mean left earli check co m work 96,65,1,0
want lt gt rs da,41,1,0
want see pretti pussi,34,1,0
dear voucher holder next meal us use follow link pc 2 enjoy 2 4 1 dine experiencehttp wwwvouch4mecometlpdiningasp,153,2,1
peopl game m mall iouri kaila,66,1,0
urgent tri contact u today draw show prize guarante call 09058094507 land line claim 3030 valid 12hr,160,5,1
donat unicef s asian tsunami disast support fund text donat 864233 ad next bill,137,1,1
futur plan tomorrow result today best present enjoy futur,133,3,0
cme want go ho 2morow wil cme got dear didnt say time,125,4,0
suppos meet discuss abt trip thought xuhui told afternoon thought go lesson,132,4,0
hey come onlin use msn,44,2,0
m fine hope good take care,42,3,0
oop shower u call hey park garag collaps univers hospit see m crazi stuff like happen,142,4,0
aiyo u poor thing u dun wan 2 eat u bath alreadi,62,2,0
yar tot u knew di would happen long ago alreadi,54,2,0
gorgeou keep pix cum thank,54,2,0
jade paul didnåõt u txt u rememb barm want 2 talk 2 u txt,90,5,0
spend new year brother famili let plan meet next week readi spoil,111,4,0
u today,22,1,0
said okay sorri,22,2,0
slept thinkthi time lt gt pm danger,57,2,0
network job,24,1,0
goldvik 29m invit friend repli yes762 no762 see wwwsmsacugoldvik stop send stop frnd 62468,138,3,1
dont let studi stress l8r,38,2,0
s u haf 2 keep busi,32,1,0
rush m work m school rush go hungri,70,3,0
channel,25,1,0
tell coulda real valentin nt u never pick noth,96,3,0
phoni award today voda number end xxxx select receiv award match pleas call 08712300220 quot claim code 3100 standard rate app,177,2,1
made eta taunton 1230 plan hope still okday good see xx,97,4,0
m hungri buy smth home,27,1,0
hey kate,9,1,0
drive read need write,42,2,0
look addi goe back monday suck,61,1,0
happi new year hope good semest,51,2,0
esplanad lor els,28,2,0
talk,22,1,0
hmph go head big baller,26,2,0
well like actual call someon punto woulda wors,78,2,0
nope sinc ayo travel forgotten guy,51,2,0
still around look pick later,42,2,0
cd 4u congratul ur award cd gift voucher gift guarante freeentri 2 wkli draw xt music 87066 tnc wwwldewcom1win150ppmx3age16,169,1,1
s someon year lt gt toyota camri like mr olayiwola s mileag lt gt kit clean need know much sell rais dough soon land sell holla back,247,4,0
guess pub im im happi pig clover whatev say,81,2,0
ill b soon,15,1,0
oh k come tomorrow,28,2,0
go fool dont cheat other ok,28,1,0
mobil numberpl sm ur mail idconvey regard achan ammarakheshqatar,78,1,0
way rencontr meet mountain dont,60,2,0
guarante cash prize claim yr prize call custom servic repres 08714712412 10am7pm cost 10p,156,2,1
u attend ur drive lesson mani time wk n day,59,1,0
uncl g check reward month,59,2,0
hello boytoy geeee m miss today like send tm remind m think love love kiss,146,4,0
think two still need get cash def readi 9,73,1,0
hey gal u wan na meet 4 dinner nìâte,47,1,0
dear 0776xxxxxxx u ve invit xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yr,154,3,1
babe talk think good boy miss love,152,8,0
great offic today,31,2,0
s cool last littl get time soon,66,2,0
sad puppi nois,19,1,0
ye possibl dint tri pl dont tell one k,57,2,0
anyway holla whenev re around need excus go creep peopl sarasota,100,1,0
happen,22,2,0
gon na ask lol think 7,44,1,0
ur cashbal current 500 pound maxim ur cashin send go 86688 150pmeg cc 08718720201 hgsuite3422land roww1j6hl,146,2,1
privat 2003 account statement show 800 unredeem sim point call 08715203685 identifi code4xx26 expir 131004,133,4,1
go chase run s cross street,67,1,0
d like tell deepest darkest fantasi call 09094646631 60pmin stop text call 08712460324 nat rate,126,3,1
hey inconveni si huh,48,2,0
ok vl u know got adsens approv,43,1,0
realli good see day dudett miss,69,1,0
want go perumbavoor,27,1,0
mani time told stage use laugh listen aha,72,2,0
nt hear,28,1,0
thank talk saturday dear cherish brother role model,133,3,0
pl clarifi back open return ticket prepon go back kerala,98,1,0
natali 20f invit friend repli yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468,135,3,1
ran younger man make pretti babi togeth,70,2,0
jamster get free wallpap text heart 88888 c appli 16 need help call 08701213186,109,6,1
ic lol play 9 door sometim yo,41,2,0
dunno dad said come home 2 bring us 4 lunch yup go w u lor call u reach school lor,111,3,0
desir u go doctor 4 liver get bit stylish get ur hair manag that,89,4,0
hmmmstill dont open,31,1,0
yeah basic time next week get away mom amp get 3,89,1,0
vote wherev heart guid,43,1,0
si lor juz watch italian job,46,1,0
tick tick tick could die loneli know pout stomp feet need,111,3,0
lmao know well,27,1,0
train back northampton m afraid m stay skyve today ho ho around wednesday though fanci comedi club week way,175,4,0
goodnight da thangam realli miss u dear,42,1,0
hey next sun 1030 s basic yoga cours bugi go pilat intro next sat tell time r free,138,1,0
geeeee internet realli bad today eh,50,2,0
free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt call mobileupd8 08001950382 call2optout674,145,2,1
think disturb da,30,1,0
sorri ll call later meet sir,49,2,0
havent stuck orchard dad s car go 4 dinner u leh r free tonight,91,4,0
ok also wan 2 watch e 9 pm show,36,1,0
dunno lei like dun haf,30,1,0
brother transfer lt gt lt gt pa,63,2,0
call later afternoon onword mtnl servic get problem south mumbai hear nt listen,119,3,0
83039 uk break accommodationvouch term condit appli 2 claim mustprovid claim number 15541,132,2,1
talk g x,26,1,0
hai dear friend new amp present number rajitha raj ranju,82,2,0
5p 4 alfi moon s children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,160,3,1
differ style,23,1,0
win shop spree everi week start 2 play text store 88039 skilgm tscs08714740323 1winawk age16,137,5,1
gud ni8 dear slp well take care swt dream muah,53,1,0
2nd attempt contract u week top prize either cash prize call 09066361921,132,2,1
well m glad nt find total disagre lol,62,1,0
guy flash go call call madam take care oh,74,4,0
want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705,158,2,1
mark work tomorrow get 5 work hous meet u afterward,93,3,0
keep ur problem ur heart,29,1,0
yeah give call ve got minut,43,1,0
hi babe uawak feellikw shitjustfound via alett thatmum gotmarri 4thnovbehind ourback åð fuckinnic selfish,119,1,0
amaz rearrang letter give mean dormitori dirti room astronom moon starer eye see elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one amaz,256,4,0
aiya discuss later lar pick ì 4,51,2,0
hey happi birthday,21,1,0
sorri miss call pleas call back,51,2,0
omg one thing anoth cat worm bad day end,85,2,0
good morn im suffer fever dysentri abl come offic today,94,1,0
wont anyth de,22,1,0
type stuff sing,31,1,0
st andr virgil s cream,24,1,0
fri ah oki lor goin 4 drivin den go shoppin tt,65,1,0
gokila talk aha,32,1,0
hi shanil rakhesh herethank exchang uncut diamond stuffleav back excel servic dino prem,120,2,0
kkthi month kote birthday know,36,1,0
m realli realli broke oh amount small even lt gt,71,2,0
sorri mate phone didnt write love kate,70,1,0
themob hit link get premium pink panther game new 1 sugabab crazi zebra anim badass hoodi wallpaperal 4 free,149,2,1
ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit tho may come co money,166,3,0
aight call re close,32,1,0
nope that fine might nap tho,41,2,0
msg mobil content order resent previou attempt fail due network error queri customersqueri netvisionukcom,153,1,1
news hassl get weed week andr money haughaighgtujhyguj,98,2,0
ding ya break fassyol blacko londn,47,2,0
realli need 2 kiss u miss u babi ur babi 4eva,57,1,0
oh got mani respons,33,1,0
1 new messag pleas call 08715205273,47,2,1
ve reach sch alreadi,27,1,0
decemb mobil 11mth entitl updat latest colour camera mobil free call mobil updat vco free 08002986906,159,4,1
u definit need modul e human di sem izzit u wan 2 take modul 1st,91,2,0
argh fuck nobodi town,39,1,0
get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 wwwringtonescouk origin n best tone 3gbp network oper rate appli,156,3,1
thank fill complet calm reassur,53,2,0
aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean,88,1,0
drive train,28,1,0
lol real told dad cancer,43,2,0
privat 2003 account statement 078,44,2,1
oop lt gt,32,1,0
not enufcredeit tocallshal ileav uni 6 get bu yor hous,73,1,0
hi chikku send nice msg,30,1,0
imposs argu alway treat like sub like never releas remind necessari,154,2,0
work ah den 6 plu lor u workin oso rite den go orchard lor place go liao,107,1,0
wonder okor great month cherish guy wish well day mojibiola,101,3,0
cuz ibor wan na studi,31,2,0
wot wed nite 3 til 9,49,1,0
way,37,1,0
suck ll go u hair ll free right,70,3,0
s still work time also tri ad zero save check lt gt,114,4,0
hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep,116,2,0
sday joinedso train start today,47,1,0
sorri grocer,27,1,0
nice pub near franki n benni near warner cinema,87,1,0
4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,164,4,1
yup havent want go yoga call book,88,3,0
oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus m get owe face,228,5,0
yeah imagin would realli gentl unlik doc treat patient like turkey,102,2,0
start dont stop pray good idea anyth see help guy ill forward link,133,2,0
hi darlin im helen fone im gon na b princ 2 nite pleas come tb love kate,88,1,0
m offic da,36,1,0
aiyar u poor thing give u support k jia ll think u,77,3,0
oh unintent bad time great finger train play along give fifteen min warn,104,4,0
get garden readi summer free select summer bulb seed worth scotsman saturday stop go2 notxtcouk,156,2,1
k come wenev u lik come also tel vikki come get free time,87,1,0
pl call da happen,28,2,0
happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life,130,1,0
problem renew ill right away dont know detail,79,2,0
idk m sit stop shop park lot right bawl eye feel like m failur everyth nobodi want feel like m fail,184,3,0
nt left yet probabl gon na til dinner,53,1,0
like lt gt question,31,1,0
new year eve ok went parti boyfriend si hey,85,3,0
sir need velusami sir s date birth compani bank facil detail,77,1,0
k k sm chat,23,1,0
come karnan car pleas wait till 6pm directli goto doctor,76,2,0
bluray player,28,1,0
ok r meet later,30,1,0
lol need cash nitro hurri come crash,75,3,0
send text ll skype later,36,2,0
ok leav need ask,23,1,0
ìï still got lesson ìï sch,33,2,0
dun believ leh tot told s true alreadi thk muz c us tog believ,99,3,0
oh charg camera,24,1,0
got salt rub open wound like,67,1,0
m go lunch,24,1,0
m school n ll da lab stuff give call ì r done,85,1,0
aight text tonight ll see s,46,1,0
u 2,4,1,0
water log desert geoenvironment implic,55,2,0
strang watch 2nd one m bed sweet dream miss u,86,3,0
sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,119,3,1
hi hope u r ok said would text nt u seen let gentli pleas,101,1,0
babe fuck love know fuck good hear voic need crave ca nt get enough ador ahmad kiss,157,9,0
k sure rel home sm de pl,49,3,0
fuuuuck need stop sleepin sup,35,1,0
m town ll ju take mrt later,48,1,0
cook rather nice salmon la,43,1,0
upload mine facebook,27,1,0
time u wrkin,18,1,0
ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c s appli 08452810073 detail 18,142,2,1
record indic u mayb entitl 5000 pound compens accid claim 4 free repli claim msg 2 stop txt stop,156,3,1
oh oh den muz chang plan liao go back yan jiu,69,1,0
s wyli tampa sarasota,37,1,0
ok take ur time n enjoy ur dinner,39,1,0
darren say dat u meet da ge den dun meet 4 dinner co later u leav xy feel awkward den u meet 4 lunch lor,134,3,0
spook mob halloween collect logo pic messag plu free eeri tone txt card spook 8007 zed 08701417012150p per logop,150,1,1
like cheap happi splash wine make feel better,85,2,0
she fine difficulti phone work mine pl send anoth friend request,116,4,0
ugh leg hurt musta overdid mon,42,2,0
call germani 1 penc per minut call fix line via access number 0844 861 85 85 prepay direct access wwwtelediscountcouk,151,5,1
wot student discount u get book,40,1,0
come get b quit diff guess rite,61,2,0
mobil 11mth updat free orang latest colour camera mobil unlimit weekend call call mobil upd8 freefon 08000839402 2stoptxt,160,3,1
babe m answer ca nt see mayb d better reboot ym got photo s great,109,4,0
hiwhat think match,30,1,0
know thinkin malaria relax children cant handl malaria would wors gastroenter take enough replac loss temp reduc give malaria med vomit self limit ill mean day complet stop,329,6,0
dai download exe file run exe instal,91,1,0
yesterday true true,31,1,0
kkhow busi,29,1,0
3 pa select,22,1,0
well that nice bad cant eat,38,2,0
accident brought em home box,41,1,0
pl need dat slowli vomit,51,1,0
take exam march 3,35,1,0
jane babe goin 2 wrk feel ill lst nite fone alreadi cover 4 chuck,89,3,0
5 night nt stay port step liao ex,51,1,0
die want u stuff,40,1,0
